id,id_oeuvre,segment_numero,segment_texte,ref_niv1,ref_niv2,ref_niv3,ref_niv4,ref_niv5,ref_niv1_texte,ref_niv2_texte,ref_niv3_texte,ref_niv4_texte,ref_niv5_texte,lien_1,lien_2,lien_3,lien_4,fiabilite,nature,texte_original,notes,paragraphe,rang,page,controle_rang_manuel,controle_verifie,marquage_source
"","A0010O0023","791","Cette tentation est une épreuve, et non un entraînement au péché ; et si Dieu éprouve, ce n’est pas pour apprendre ce qu’il ignorait, mais afin que les hommes se connaissant mieux et devenus plus humbles, implorent le secours de Dieu et ne méconnaissent pas sa grâce.","Livre deuxième","Question LVIII","","","","Questions sur l’Exode","","","","","","","","","","texte","","","1","2","434","","false","Codex (IA)"
"","A0010O0023","792","Entre autres paroles, Moïse et Aaron adressent celles-ci au peuple : « Parce que le Seigneur a entendu le murmure que vous faites éclater contre lui. Pour nous, qu’est-ce que nous sommes ? Car ce n’est pas contre nous ; mais contre Dieu, que s’élève votre murmure. »","Livre deuxième","Question LIX","","","","Questions sur l’Exode","Sur ces mots : Que sommes-nous?
Exode 16, 8","","","","","","","","","texte","","","1","1","434","","false","Codex (IA)"
"","A0010O0023","793","Chargés d’une mission divine, ils ne veulent pas pour cela se croire autant que Dieu ; car ils disent : « Que sommes-nous ? » afin de leur faire comprendre que leurs murmures attaquaient celui qui les avait envoyés et qui se servait d’eux comme d’instruments pour ses prodiges.","Livre deuxième","Question LIX","","","","Questions sur l’Exode","","","","","","","","","","texte","","","1","2","434","","false","Codex (IA)"
"","A0010O0023","794","Ce n’est pas dans le même sens que Pierre dit à Ananie « Comment as-tu osé mentir à l’Esprit-Saint ? Ce n’est pas aux hommes que tu as menti, mais à Dieu[[178]]. » Car il ne dit pas : Comment as-tu osé me mentir ? Ce n’est pas à moi que tu as menti mais à Dieu : s’il avait tenu ce langage, il aurait parlé comme Moïse et Aaron.","Livre deuxième","Question LIX","","","","Questions sur l’Exode","","","","","","","","","","texte","","[[178]] Act. V, 3, 4","1","3","434","","false","Codex (IA)"
"","A0010O0023","795","Il n’a pas dit non plus : Comment as-tu osé mentir à l’Esprit-Saint ? ce n’est pas à l’Esprit-Saint que tu as menti, mais à Dieu : un tel langage eût été la négation de la divinité du Saint-Esprit. Mais après avoir dit « Comment as-tu osé mentir à l’Esprit-Saint ? »","Livre deuxième","Question LIX","","","","Questions sur l’Exode","","","","","","","","","","texte","","","1","4","434","","false","Codex (IA)"
"","A0010O0023","796","sachant qu’Ananie croyait avoir menti à des hommes, Pierre ajouta pour montrer la divinité du Saint-Esprit : « Ce n’est pas aux hommes que tu as menti ; mais à Dieu. »","Livre deuxième","Question LIX","","","","Questions sur l’Exode","","","","","","","","","","texte","","","1","5","434","","false","Codex (IA)"
"","A0010O0023","797","Dieu fait dire à son peuple par l’intermédiaire de Moïse : « Ce soir vous mangerez de la chair, et le matin, vous serez rassasié de pains. » Les pains ne sont pas marqués ici pour désigner toute espèce d’aliments : car ces termes comprendraient également la chair qui sert d’alimentation.","Livre deuxième","Question LX","","","","Questions sur l’Exode","Ce qui est signifié par les chairs et les pains que Dieu envoie à son peuple.
Exode 16, 12","","","","","","","","","texte","","","1","1","434","","false","Codex (IA)"
"","A0010O0023","798","Les pains dont il vient d’être fait mention ne sont pas non plus ceux qu’on pétrit avec le froment et auxquels on donne communément le nom de pains ; mais c’est la manne qui est ainsi appelée. Or, ce n’est pas sans raison que Dieu promet de donner de la chair, le soir, des pains le matin.","Livre deuxième","Question LX","","","","Questions sur l’Exode","","","","","","","","","","texte","","","1","2","434","","false","Codex (IA)"
"","A0010O0023","799","Car ce qui arriva à Élie, quand un corbeau lui apportait sa nourriture[[179]] a une signification semblable. La chair que Dieu envoyait le soir, et le pain qu’il envoyait le matin, ne sont-ils pas une figure de celui qui s’est livré pour nos péchés, et qui est ressuscité pour notre justification[[180]] ?","Livre deuxième","Question LX","","","","Questions sur l’Exode","","","","","","","","","","texte","","[[179]] 1 R. 17, 6
[[180]] Rom. IV, 25","1","3","434","","false","Codex (IA)"
"","A0010O0023","800","Car, le soir, il est mort dans sa faiblesse et il a été enseveli ; et le matin étant ressuscité par sa propre vertu, il est apparu à ses disciples.","Livre deuxième","Question LX","","","","Questions sur l’Exode","","","","","","","","","","texte","","","1","4","434","","false","Codex (IA)"
"","A0010O0023","801","« Moïse dit à Aaron : Prends un vase d’or, mets dans ce vase, plein un gomor de manne, et tu le placeras devant Dieu, afin qu’elle se conserve pour les races à venir, selon que Dieu l’a ordonné. » On peut demander comment Aaron put placer devant Dieu le vase rempli de manne, puisqu’il n’y avait point d’image en l’honneur de la divinité, et que l’arche d’alliance n’était pas encore construite.","Livre deuxième","Question LXI","","","","Questions sur l’Exode","La mesure de manne placée devant Dieu.
Exode 16, 33","","","","","","","","","texte","","","1","1","434","","false","Codex (IA)"
"","A0010O0023","802","Le futur, « tu placeras » n’est-il pas mis pour donner à entendre que le vase pourrait être placé devant Dieu, quand l’arche existerait ? Ou plutôt, ces expressions : « devant Dieu » ne marquent-elles pas la piété qui devait présider à l’offrande d’Aaron, en quelque lieu d’ailleurs que le vase serait placé ?","Livre deuxième","Question LXI","","","","Questions sur l’Exode","","","","","","","","","","texte","","","1","2","434","","false","Codex (IA)"
"","A0010O0023","803","car où Dieu n’est-il pas ? Mais ce qui suit : « Et Aaron mit ce vase en réserve devant le tabernacle » fait préférer le premier sens. Car alors l’Écriture dit par anticipation ce qui s’est réalisé dans la suite, quand le tabernacle du témoignage fut érigé.","Livre deuxième","Question LXI","","","","Questions sur l’Exode","","","","","","","","","","texte","","","1","3","435","","false","Codex (IA)"
"","A0010O0023","804","« Or, les enfants d’Israël mangèrent de la manne pendant quarante ans, jusqu’à ce qu’ils vinssent dans la terre qui est habitée. Ils mangèrent de la manne, jusqu’à ce qu’ils vinssent sur les confins de la Phénicie. »","Livre deuxième","Question LXII","","","","Questions sur l’Exode","Sur la manne.
Exode 16, 35","","","","","","","","","texte","","","1","1","435","","false","Codex (IA)"
"","A0010O0023","805","L’Écriture anticipe ; racontant par anticipation ce qui arriva dans la suite, elle dit ici que les enfants d’Israël n’eurent d’autre nourriture que la manne dans le désert. Car c’est le sens de ces mots : « jusqu’à la terre qui est habitée » c’est-à-dire, celle qui n’est déjà plus le désert.","Livre deuxième","Question LXII","","","","Questions sur l’Exode","","","","","","","","","","texte","","","1","2","435","","false","Codex (IA)"
"","A0010O0023","806","Ce n’est pas qu’ils aient cessé de manger de la manne, aussitôt qu’ils furent parvenus à la terre habitable ; mais ils n’ont pas cessé auparavant. On dit en effet que lorsqu’ils eurent opéré le passage du Jourdain, la manne ne tomba plus, et qu’ils mangèrent des pains du pays.","Livre deuxième","Question LXII","","","","Questions sur l’Exode","","","","","","","","","","texte","","","1","3","435","","false","Codex (IA)"
"","A0010O0023","807","Quand ils eurent atteint la terre habitable avant d’avoir traversé le Jourdain, ils purent donc vivre uniquement de manne, ou de manne et de pain : il est permis de le conjecturer, puisque, comme l’Écriture nous l’apprend, la manne cessa seulement de tomber après le passage du Jourdain.","Livre deuxième","Question LXII","","","","Questions sur l’Exode","","","","","","","","","","texte","","","1","4","435","","false","Codex (IA)"
"","A0010O0023","808","Mais pourquoi, au milieu des privations du désert, désirèrent-ils avoir des viandes, puisqu’ils emmenèrent à leur sortie d’Égypte des quantités considérables de troupeaux ? Cette question a de l’importance.","Livre deuxième","Question LXII","","","","Questions sur l’Exode","","","","","","","","","","texte","","","1","5","435","","false","Codex (IA)"
"","A0010O0023","809","Ne peut-on point dire que les pâturages du désert étant de moindre valeur, la fécondité de leurs animaux leur parut devoir en souffrir, et qu’ils épargnèrent leurs troupeaux, dans la crainte que tous venant à manquer, il n’y eût plus même de victimes pour les sacrifices ?","Livre deuxième","Question LXII","","","","Questions sur l’Exode","","","","","","","","","","texte","","","1","6","435","","false","Codex (IA)"
"","A0010O0023","810","Ne pourrait-on encore, pour la solution de cette difficulté, trouver quelque autre explication ?","Livre deuxième","Question LXII","","","","Questions sur l’Exode","","","","","","","","","","texte","","","1","7","435","","false","Codex (IA)"
"","A0010O0023","811","On croit, avec plus de raison, qu’ils ne désirèrent point les viandes qu’auraient pu leur procurer leurs troupeaux, mais celles qui leur manquaient, c’est-à-dire la chair de poisson, car ils n’en trouvaient point dans ce désert : c’est pourquoi Dieu leur envoya des râles ; la plupart des traducteurs latins disent des cailles, quoique ces oiseaux, sans différer beaucoup, soient cependant d’espèces différentes.","Livre deuxième","Question LXII","","","","Questions sur l’Exode","","","","","","","","","","texte","","","1","8","435","","false","Codex (IA)"
"","A0010O0023","812","Dieu savait ce qui faisait l’objet de leurs désirs et l’espèce de viande qui pouvait les rassasier. Mais l’Écriture ayant dit qu’ils désiraient des viandes, sans observer quelle sorte de viandes ils réclamaient, nous devions traiter cette question.","Livre deuxième","Question LXII","","","","Questions sur l’Exode","","","","","","","","","","texte","","","1","9","435","","false","Codex (IA)"
"","A0010O0023","813","<i>Quelle est cette Phénicie dont parle l’Exode</i>? – « Ils mangèrent de la manne, jusqu’à ce qu’ils vinssent sur les confins  de la Phénicie. » Déjà l’auteur sacré avait dit « jusqu’à ce qu’ils vinssent dans la terre habitée » mais comme il n’avait pas indiqué expressément en quelle terre, il semble qu’il a voulu le dire en propres termes, dans ces mots : « sur les confins de la Phénicie. »","Livre deuxième","Question LXIII","","","","Questions sur l’Exode","Exode 16, 35","","","","","","","","","texte","","","1","1","435","","false","Codex (IA)"
"","A0010O0023","814","Il y a lieu de croire que tel était alors le nom de ce pays ; mais aujourd’hui, on lui en donne un autre. Il est vrai que la réunion de Tyr et de Sidon s’appelle Phénicie ; mais nous ne lisons pas que les enfants d’Israël aient passé par là.","Livre deuxième","Question LXIII","","","","Questions sur l’Exode","","","","","","","","","","texte","","","1","2","435","","false","Codex (IA)"
"","A0010O0023","815","Cependant l’Écriture a pu donner le nom de Phénicie à la région où commençaient les palmiers, sur la limite du désert, parce que palmier en grec s’exprime de la même manière[[181]].","Livre deuxième","Question LXIII","","","","Questions sur l’Exode","","","","","","","","","","texte","","[[181]] Φοῖνιξ, palmier.","1","3","435","","false","Codex (IA)"
"","A0010O0023","816","Au commencement du voyage, ils trouvèrent un lieu où étaient douze fontaines et soixante-dix palmiers ; après, commença pour eux la vaste solitude du désert, où rien de semblable ne leur apparut, jusqu’à ce qu’ils eussent atteint les régions habitées. Mais il est plus probable que ce pays portait à cette époque le nom de Phénicie.","Livre deuxième","Question LXIII","","","","Questions sur l’Exode","","","","","","","","","","texte","","","1","4","435","","false","Codex (IA)"
"","A0010O0023","817","Car il en est de beaucoup de contrées et de pays comme des fleuves et des cités, qui dans la longue suite du temps, ont changé leurs noms antiques pour des raisons particulières.","Livre deuxième","Question LXIII","","","","Questions sur l’Exode","","","","","","","","","","texte","","","1","5","435","","false","Codex (IA)"
"","A0010O0023","818","« Le Seigneur dit à Moïse : Marche devant le peuple ; mène avec toi des anciens du peuple, et prends en ta main la verge avec laquelle tu as frappé le fleuve. » Suivant le texte, ce n’est pas Moïse, mais Aaron qui frappa le fleuve avec la verge.","Livre deuxième","Question LXIV","","","","Questions sur l’Exode","Supériorité de Moïse sur Aaron.
Exode 17, 5","","","","","","","","","texte","","","1","1","435","","false","Codex (IA)"
"","A0010O0023","819","Moïse s’en servit pour diviser la mer, mais non le fleuve ; que signifient donc ces expressions : « Prends la verge dont tu as frappé le fleuve ? » Est-ce que l’Écriture donne le nom de fleuve à la mer ? Il faut chercher un exemple, s’il en est, d’une pareille manière de s’exprimer.","Livre deuxième","Question LXIV","","","","Questions sur l’Exode","","","","","","","","","","texte","","","1","2","435","","false","Codex (IA)"
"","A0010O0023","820","Ou bien ce que faisait Aaron n’est-il pas attribué à Moïse, parce que Dieu donnait par l’intermédiaire de Moïse les ordres qu’Aaron exécutait ? À Moïse appartenait le commandement, à son frère l’exécution de ses ordres.","Livre deuxième","Question LXIV","","","","Questions sur l’Exode","","","","","","","","","","texte","","","1","3","435","","false","Codex (IA)"
"","A0010O0023","821","Effectivement Dieu lui dit dès le principe à propos de ce dernier : « Il tiendra ta place auprès du peuple, et tu tiendras à son égard la place auprès de Dieu[[182]].","Livre deuxième","Question LXIV","","","","Questions sur l’Exode","","","","","","","","","","texte","","[[182]] Ex. IV, 16","1","4","435","","false","Codex (IA)"
"","A0010O0023","822","Voici que je me tiens debout sur le sommet de la colline, et la verge de Dieu à la main » dit Moïse à Josué, fils de Navé, lorsqu’il lui ordonne de combattre contre Amalech.","Livre deuxième","Question LXV","","","","Questions sur l’Exode","Sur la verge de Dieu.
Exode 17, 9","","","","","","","","","texte","","","1","1","436","","false","Codex (IA)"
"","A0010O0023","823","La verge appelée d’abord verge d’Aaron, puis de Moïse, s’appelle donc maintenant la verge de Dieu : comme l’Esprit de Dieu est appelé l’esprit d’Élie[[183]], parce que Élie en a été rendu participant, ainsi a-t-on pu donner différents noms à cette verge.","Livre deuxième","Question LXV","","","","Questions sur l’Exode","","","","","","","","","","texte","","[[183]] Lc. I, 17","1","2","436","","false","Codex (IA)"
"","A0010O0023","824","On dit également la justice de Dieu, pour désigner la nôtre, mais considérée comme un don de Dieu parlant sur cette matière, l’Apôtre reproche aux Juifs « leur ignorance de la justice de Dieu et leurs efforts pour établir leur propre justice[[184]], c’est-à-dire celle qui viendrait d’eux-mêmes ; c’est contre ces aberrations qu’il s’élève en disant  Qu’as-tu en réalité que tu n’aies reçu[[185]] ? »","Livre deuxième","Question LXV","","","","Questions sur l’Exode","","","","","","","","","","texte","","[[184]] Rom. X, 3
[[185]] 1 Cor. 4, 7","1","3","436","","false","Codex (IA)"
"","A0010O0023","825","« Araon [<i>sic</i>] et tous les anciens d’Israël vinrent manger du pain avec le beau-père de Moïse devant Dieu » (<i>ante Deum</i>), ou suivant d’autres exemplaires, <i>en présence de Dieu</i> (<i>coram Deo</i>) : en grec, <i>ἐναντίον τοῦ θεοῦ</i>.","Livre deuxième","Question LXVI","","","","Questions sur l’Exode","Que signifie : Devant Dieu?
Exode 18, 12","","","","","","","","","texte","","","1","1","436","","false","Codex (IA)"
"","A0010O0023","826","On demande où ce repas se fit devant Dieu, puisque le tabernacle et l’arche d’alliance n’existaient pas encore et furent érigés seulement dans la suite. Nous ne pouvons pas rapporter ce fait à un temps à venir, comme nous l’avons dit pour la manne placée dans un vase d’or[[186]].","Livre deuxième","Question LXVI","","","","Questions sur l’Exode","","","","","","","","","","texte","","[[186]] Ci-dessus, Ques. LXI.","1","2","436","","false","Codex (IA)"
"","A0010O0023","827","On doit donc regarder comme fait devant Dieu ce qui se fait pour sa gloire : car où Dieu n’est-il pas ?","Livre deuxième","Question LXVI","","","","Questions sur l’Exode","","","","","","","","","","texte","","","1","3","436","","false","Codex (IA)"
"","A0010O0023","828","Moïse dit à son beau-père : « Le peuple vient à moi pour recevoir le jugement de Dieu ; lorsqu’il leur arrive quelque différend et qu’ils viennent à moi, je juge chacun d’eux, et je les instruis des ordonnances et des lois de Dieu. » On peut demander comment un pareil langage se trouve dans la bouche de Moïse, puisque la loi de Dieu n’était pas encore écrite.","Livre deuxième","Question LXVII","","","","Questions sur l’Exode","Éternité de la loi de Dieu.
Exode 18, 15","","","","","","","","","texte","","","1","1","436","","false","Codex (IA)"
"","A0010O0023","829","N’est-ce point parce que la loi de Dieu est éternelle et que toutes les âmes pieuses la consultent, afin de conformer leurs actions, leurs ordres ou leurs défenses avec ses préceptes, qui reposent sur l’immuable vérité ?","Livre deuxième","Question LXVII","","","","Questions sur l’Exode","","","","","","","","","","texte","","","1","2","436","","false","Codex (IA)"
"","A0010O0023","830","Se persuadera-t-on, en effet, que Moïse, bien qu’admis à des entretiens familiers avec Dieu, le consultait ordinairement pour chaque difficulté, quand parfois il était retenu du matin au soir dans l’exercice de la justice pour terminer les différends survenus parmi cette multitude ?","Livre deuxième","Question LXVII","","","","Questions sur l’Exode","","","","","","","","","","texte","","","1","3","436","","false","Codex (IA)"
"","A0010O0023","831","Et cependant s’il n’avait pas consulté le Seigneur comme le guide de sa conscience, et s’il ne s’était sagement inspiré de son éternelle loi, il n’aurait pu juger les différends suivant les règles de la plus stricte justice.","Livre deuxième","Question LXVII","","","","Questions sur l’Exode","","","","","","","","","","texte","","","1","4","436","","false","Codex (IA)"
"","A0010O0023","832","À propos du conseil que Jéthro donna à son gendre, Moïse, de ne pas se consumer lui et son peuple dans les intolérables embarras de la justice, on demande d’abord pourquoi Dieu, qui honorait son serviteur de révélations si nombreuses et si importantes, permit qu’un étranger lui fit une leçon.","Livre deuxième","Question LXVIII","","","","Questions sur l’Exode","Excellent conseil de Jéthro à Moïse.
Exode 18, 18, 19","","","","","","","","","texte","","","1","1","436","","false","Codex (IA)"
"","A0010O0023","833","L’Écriture nous apprend par là qu’un bon conseil, de quelque part qu’il vienne, ne doit pas être méprisé. Il faut voir encore si Dieu n’a pas voulu qu’un étranger reprit Moïse sur un point où l’orgueil avait pu le tenter, puisque seul il siégeait pour rendre les arrêts de la justice souveraine en présence de tout le peuple.","Livre deuxième","Question LXVIII","","","","Questions sur l’Exode","","","","","","","","","","texte","","","1","2","436","","false","Codex (IA)"
"","A0010O0023","834","C’est ce qu’indique le texte, car Jéthro veut qu’on choisisse, pour juger les causes du peuple, des hommes ennemis de la superbe. De plus, on voit assez dans ce passage combien il faut être fidèle aux conseils que donne l’Écriture en un autre endroit : « Mon fils, ne t’engage point dans une multitude d’actions[[187]]. »","Livre deuxième","Question LXVIII","","","","Questions sur l’Exode","","","","","","","","","","texte","","[[187]] Sir. XI, 10","1","3","436","","false","Codex (IA)"
"","A0010O0023","835","Enfin les termes, dans lesquels est conçu l’avis de Jéthro à Moïse, sont à considérer : « Maintenant donc, lui dit-il, écoute-moi, et je te donnerai un conseil, et Dieu sera avec toi. »","Livre deuxième","Question LXVIII","","","","Questions sur l’Exode","","","","","","","","","","texte","","","1","4","436","","false","Codex (IA)"
"","A0010O0023","836","Le sens qui me paraît en résulter, c’est que l’esprit humain, trop appliqué aux actions humaines, se vide en quelque sorte de Dieu, et qu’il s’en remplit à mesure qu’il se porte plus librement vers les choses célestes et éternelles.","Livre deuxième","Question LXVIII","","","","Questions sur l’Exode","","","","","","","","","","texte","","","1","5","436","","false","Codex (IA)"
"","A0010O0023","837","Ce qu’ajoute Jéthro : « Sois pour le peuple dans tout ce qui regarde Dieu, et tu rapporteras à Dieu leurs paroles et tu leur apprendras les ordonnances et la loi divines ; et tu leur montreras les voies par lesquelles ils marcheront, et ce qu’ils auront à accomplir » fait voir que toutes ces choses concernent le peuple pris en masse.","Livre deuxième","Question LXIX","","","","Questions sur l’Exode","Encore sur le conseil de Jéthro à Moïse.
Exode 18, 19, 20","","","","","","","","","texte","","","1","1","436","","false","Codex (IA)"
"","A0010O0023","838","Car Jéthro ne dit pas : Tu rapporteras à Dieu les paroles de chacun, mais « leurs paroles » après qu’il venait de dire : « sois pour le peuple dans tout ce qui regarde Dieu. »","Livre deuxième","Question LXIX","","","","Questions sur l’Exode","","","","","","","","","","texte","","","1","2","436","","false","Codex (IA)"
"","A0010O0023","839","Ensuite il veille à ce que le soin des affaires particulières ne soit pas délaissé : des hommes justes et puissants, ennemis de l’orgueil et serviteurs fidèles de Dieu, seront choisis pour être établis les uns sur mille hommes, les autres sur cent, les autres sur cinquante, les autres enfin sur dix.","Livre deuxième","Question LXIX","","","","Questions sur l’Exode","","","","","","","","","","texte","","","1","3","436","","false","Codex (IA)"
"","A0010O0023","840","C’est ainsi que, sans accabler ces derniers, il déchargea Moïse d’occupations graves et épineuses. En effet mille hommes étant confiés à la conduite d’un seul, qui avait au-dessous de lui, dix, vingt et cent autres chefs, il arrivait nécessairement que chacun de ceux-ci avait à peine de quoi juger.","Livre deuxième","Question LXIX","","","","Questions sur l’Exode","","","","","","","","","","texte","","","1","4","437","","false","Codex (IA)"
"","A0010O0023","841","On découvre aussi dans ce passage un exemple d’humilité dans la personne de Moïse : favorisé d’entretiens particuliers avec Dieu, il ne conçut point de dédain ni de mépris pour le conseil que lui donnait un étranger, son beau-père.","Livre deuxième","Question LXIX","","","","Questions sur l’Exode","","","","","","","","","","texte","","","1","5","437","","false","Codex (IA)"
"","A0010O0023","842","Cependant, comme Jéthro n’était pas Israélite, faut-il le compter aussi bien que Job, étranger aussi à ce peuple, parmi les adorateurs du vrai Dieu et les sages éclairés par la religion ? Cette question mérite d’être posée et parait devoir être résolue affirmativement.","Livre deuxième","Question LXIX","","","","Questions sur l’Exode","","","","","","","","","","texte","","","1","6","437","","false","Codex (IA)"
"","A0010O0023","843","Il est vrai que le texte ne dit pas clairement s’il a sacrifié au vrai Dieu parmi son peuple, quand il vit son gendre, ou si c’est Moïse qui l’a adoré ; mais quand même on dirait positivement que Moïse l’adora, l’honneur rendu par lui à son beau-père n’eût différé en rien des marques de respect familières aux patriarches à l’égard des hommes : ainsi est-il dit qu’Abraham adora le fils de Chet[[188]].","Livre deuxième","Question LXIX","","","","Questions sur l’Exode","","","","","","","","","","texte","","[[188]] Gen. XXIII, 7","1","7","437","","false","Codex (IA)"
"","A0010O0023","844","Quant aux <i>γραμματοεισαγωγεῖς</i>, que le texte désigne après les décurions, il n’est pas facile de savoir ce qu’ils étaient : car ce nom est tout à fait inusité parmi ceux qui exercent nos charges ou nos emplois.","Livre deuxième","Question LXIX","","","","Questions sur l’Exode","","","","","","","","","","texte","","","1","8","437","","false","Codex (IA)"
"","A0010O0023","845","Quelques-uns le traduisent par <i>doctores</i>, docteurs, comme si l’on disait : maîtres des lettres, qui introduisent la connaissance des lettres ; c’est le sens du mot grec. On voit par là que les Hébreux avaient une littérature, avant la publication de la Loi : mais quand a-t-elle commencé, je ne sais s’il est possible de s’en assurer.","Livre deuxième","Question LXIX","","","","Questions sur l’Exode","","","","","","","","","","texte","","","1","9","437","","false","Codex (IA)"
"","A0010O0023","846","Car il en est qui pensent que l’usage des lettres remonte aux premiers hommes, qu’elles passèrent à Noé, de lui aux ancêtres d’Abraham, et ensuite au peuple d’Israël : mais comment en établir les preuves, je l’ignore.","Livre deuxième","Question LXIX","","","","Questions sur l’Exode","","","","","","","","","","texte","","","1","10","437","","false","Codex (IA)"
"","A0010O0023","847","« Le troisième jour du troisième mois depuis la sortie de l’Égypte, les enfants d’Israël vinrent au désert de Sina ; ils étaient partis de Raphidin, et étant arrivé au désert de Sina, Israël campa au pied de la montagne ; et Moïse monta sur la montagne de Dieu, et le Seigneur l’appela du haut de la montagne, et lui dit : Voici ce que tu annonceras aux enfants d’Israël », etc.","Livre deuxième","Question LXX","","","","Questions sur l’Exode","Sur les cinquante Jours écoulés entre la Pâque et la publication de la Loi.
Exode 19, 1-11","","","","","","","","","texte","","","1","1","437","","false","Codex (IA)"
"","A0010O0023","848","Et un peu plus loin : « Descends, et parle au peuple, et purifie-le aujourd’hui et demain, qu’ils lavent leurs vêtements, et qu’ils soient prêts pour le troisième jour. Car dans trois jours le Seigneur descendra sur le mont Sina, en présence de tout le peuple. »","Livre deuxième","Question LXX","","","","Questions sur l’Exode","","","","","","","","","","texte","","","1","2","437","","false","Codex (IA)"
"","A0010O0023","849","C’est en ce jour, comme on le voit par la suite du récit [[189]], que fut donnée la Loi, écrite du doigt de Dieu sur des tables de pierres. Or, il est constant que ce jour est le troisième du mois depuis la sortie d’Égypte.","Livre deuxième","Question LXX","","","","Questions sur l’Exode","","","","","","","","","","texte","","[[189]] Ex. XXXI, 18","1","3","437","","false","Codex (IA)"
"","A0010O0023","850","On compte donc cinquante jours depuis celui où les Israélites célébrèrent la Pâque par l’immolation et la manducation de l’agneau, c’est-à-dire, depuis le quatorzième jour du premier mois, jusqu’à celui où la Loi fut publiée : savoir dix-sept jours qui restent du premier mois, en partant du quatorzième ; puis les trente jours du second mois, qui, réunis aux précédents, donnent quarante-sept ; et enfin les trois jours du troisième mois : ce qui fait cinquante jours à partir de la solennité de la Pâque.","Livre deuxième","Question LXX","","","","Questions sur l’Exode","","","","","","","","","","texte","","","1","4","437","","false","Codex (IA)"
"","A0010O0023","851","Ainsi l’ancien Testament était comme une ombre de l’avenir de même qu’il s’est écoulé cinquante jours entre la fête de l’immolation de l’agneau et la promulgation de la Loi par le doigt de Dieu ; de même dans le nouveau Testament, où la Vérité même est apparue, on compte cinquante jours depuis la fête de l’immolation de Jésus-Christ, l’agneau immaculé, jusqu’au jour où le Saint-Esprit descendit des cieux[[190]].","Livre deuxième","Question LXX","","","","Questions sur l’Exode","","","","","","","","","","texte","","[[190]] Act. II,1 ss","1","5","437","","false","Codex (IA)"
"","A0010O0023","852","Déjà précédemment nous avons dit[[191]], sur le témoignage de l’Évangile, que, par le <i>doigt de Dieu</i>, il faut entendre l’Esprit-Saint.","Livre deuxième","Question LXX","","","","Questions sur l’Exode","","","","","","","","","","texte","","[[191]] Quest. XXV","1","6","437","","false","Codex (IA)"
"","A0010O0023","853","1. On demande comment il faut classer les dix commandements de la Loi : y en a-t-il <i>quatre</i>, y compris le précepte du sabbat, qui aient <i>Dieu</i> pour objet ; et <i>six</i> qui regardent l’homme, en commençant par celui-ci : « Honore ton père et ta mère ? »","Livre deuxième","Question LXXI","","","","Questions sur l’Exode","Division des préceptes du Décalogue. –
Exode 20, 1-7","","","","","","","","","texte","","","1","1","437","","false","Codex (IA)"
"","A0010O0023","854","Ou bien faut-il de préférence en admettre <i>trois</i> qui se rapportent à Dieu, et sept qui se rapportent à l’<i>homme</i>? Ceux qui s’en tiennent à la première clasification [<i>sic</i>] font un commandement, à part, de ces paroles : « Tu n’auras pas d’autre Dieu que moi » et un autre de celles-ci : « Tu ne te feras pas d’idoles, etc » qui renferment la condamnation du culte des faux dieux.","Livre deuxième","Question LXXI","","","","Questions sur l’Exode","","","","","","","","","","texte","","","1","2","437","","false","Codex (IA)"
"","A0010O0023","855","Ils ne trouvent, au contraire, qu’un seul précepte dans ces paroles : « Tu ne convoiteras pas la femme de ton prochain ; tu ne convoiteras pas la maison de ton prochain » et tout ce qui suit jusqu’à la fin.","Livre deuxième","Question LXXI","","","","Questions sur l’Exode","","","","","","","","","","texte","","","1","3","438","","false","Codex (IA)"
"","A0010O0023","856","Mais ceux qui adoptent la seconde classification ne voient qu’un commandement dans le précepte de n’adorer que Dieu et la défense de rendre à aucune créature le culte qui est dû à lui seul ; suivant eux il y a au contraire, deux commandements dans les dernières paroles du Décalogue : l’un exprimé par ces mots : « Tu ne convoiteras pas la femme de ton prochain » l’autre par ceux-ci : « Tu ne convoiteras pas la maison de ton prochain. »","Livre deuxième","Question LXXI","","","","Questions sur l’Exode","","","","","","","","","","texte","","","1","4","438","","false","Codex (IA)"
"","A0010O0023","857","Néanmoins tous s’accordent à reconnaître dix commandements, parce que l’Écriture le dit en termes exprès.","Livre deuxième","Question LXXI","","","","Questions sur l’Exode","","","","","","","","","","texte","","","1","5","438","","false","Codex (IA)"
"","A0010O0023","858","2. Pour moi, je regarde comme préférable la seconde classification, parce que les trois préceptes qui ont Dieu pour objet apparaissent, quand on y regarde attentivement, comme un symbole de la Trinité. À vrai dire, qu’est-ce que la défense du culte des idoles, sinon une sorte de commentaire de ces paroles : « Tu n’auras pas d’autres dieux que moi ? »","Livre deuxième","Question LXXI","","","","Questions sur l’Exode","","","","","","","","","","texte","","","2","1","438","","false","Codex (IA)"
"","A0010O0023","859","Quant à la convoitise de la femme du prochain et à la convoitise de la maison du prochain, ce sont deux péchés de nature différente, car à ces mots : « Tu ne convoiteras pas la maison de ton prochain » l’Écriture ajoute immédiatement ceux-ci : « ni son champ, ni son serviteur, ni sa servante, ni son bœuf, ni sa bête de somme, ni aucun de ses animaux, ni quoique ce soit qui appartienne à ton prochain. »","Livre deuxième","Question LXXI","","","","Questions sur l’Exode","","","","","","","","","","texte","","","2","2","438","","false","Codex (IA)"
